clean_news,label_encoded
"jsw steel expects indian steel prices to decline in july due to global uncertainty factors include cheaper imports and seasonal monsoon impact, per jsw steel executives",0
jsw steel reported no deviations in ncd proceeds usage for q1 fy25 funds raised via private placements were fully utilized as per stated objectives,1
jsw steel plans fy26 consolidated capex spend of 200 billion,2
jsw steel approves full acquisition of 887acre land firm in odisha plans to buy 249 more in steel jv for 235 cr forms jv for 5mtpa iron ore project,2
"jsw steels q1 profit may jump to 2,062 cr, driven by higher volume, lower costs revenue seen up 1, ebitda up 31 steel consumption accelerates from infra projects",2
"reliance, jsw steel, hindustan zinc to report q1 fy26 earnings on july 18 indian overseas bank, lt finance, bandhan bank among 34 firms also releasing results",1
"wipro q1fy26 net profit rose 109 yoy to 3,3304 cr but fell 67 qoq revenue grew 08 yoy axis bank q1 net profit dropped 38 yoy to 5,8061 cr ihcl net profit rose 19 yoy to 296 cr",1
"ril, jsw steel, wipro, jio financial, axis bank, ltimindtree to announce q1 results today axis bank profit fell 4, jio financial grew 38, ltimindtree 11, and polycab 50 in q1fy26",1
"sipb clears 22 proposals worth rs 39,473 cr in it, energy, tourism key projects include jsw steel plant, itc hotels, lulu mall, laurus labs",2
"jsw steel issued a corrigendum for its 31st agm notice, correcting figures in item no 15 related to transactions with bhushan power steel ltd additional line items, clarifications, and updated transaction values for fy 202528 were included for shareholder transparency",1
"jsw steels demand and falling global prices may boost indias iron ore imports jsw steel, indias largest steelmaker, drives this trend amid cost advantages",2
"sebis jane street ban impacts fo volumes index options fell 78 yoy, cash market down 95 mom bearish sentiment hits reliance, adani, jsw steel nifty metal index nears key 9,230 support, risking further correction",0
"scs rejection of jsw steels 19,700 cr bpsl resolution plan raises ibc concerns banks warn ruling undermines coc decisions, deters bidders, and delays recoveries",0
"sensex opens at 83,619 011 nifty starts at 25,514 003 bank nifty also opens lower jsw steel, dixon technology in focus as us targets brics with trade tariffs, sparking global market jitters",0
rbl bank ltd banned from fo trading on 9 july 2025 pharma shares may see focus after us tariff threats on pharma products,1
jsw steels q1 fy26 crude steel output rose 14 yoy to 73 mt quarterly output fell 5 qoq due to maintenance capacity utilization at 87,2
jsw infra received letter of award to mechanize kolkata port berths 7 8 the project involves an estimated capital expenditure of 740 crore,1
"jsw steel trades exdividend on tuesday last chance to buy today jsw steels last traded price is 10414, with a pe ratio of 727",1
"sun pharma, idfc first bank, and jsw steel to trade exdividend next week investors should review the full list for dividendrelated opportunities",1
"jsw steel nsejswsteel goes exdividend on july 8 eligible shareholders receive 280share dividend by august 24 jsw steels payout ratios are low 19 of profit and 22 of free cash flow, ensuring dividend sustainability",2
"jsw steel to hold its 31st agm on july 25, 2025, via video conferencing key agenda includes dividend declaration, director appointments, and approval of relatedparty transactions",1
"primetals technologies to implement advanced automation at jsw steel salem, enhancing efficiency and product quality upgrades include level 2 systems for meltshop, reducing manual input and optimizing steel production processes",2
"stocks in focus jsw steel, hul, nestl india, texmaco rail, pb fintech, balaji amines, jio financial services june 26 watchlist includes major players across sectors, curated by upstox",1
"jsw steel challenges scs rejection of its rs 19,700 cr plan for bhushan power steel bpsl, seeks review sc ordered bpsl liquidation, citing jsws 2year delay in implementing its approved resolution plan",1
"jsw steel filed a review petition on june 25, 2025, over bhushan power steel plan the update follows earlier disclosures and complies with regulatory requirements",1
"nifty 50 dragged by hdfc bank 936 pts, kotak 433 pts, jsw steel 265 pts bajaj finance, ntpc, and bharti airtel also contributed to index decline eps rose from 636 to 785",0
"jsw steel reported may 2025 crude steel production at 2273 lakh tonnes, up 8 yoy ytd growth was 13 capacity utilization was 80 due to maintenance at dolvi jsw aims to cut co2 emissions 42 by 2030, and be net zero by 2050",2
jsw steel reports may 25 crude steel production at 23 million tonnes,1
"jsw steels consolidated production rose 8 yoy to 227 lakh tonnes india operations up 9 to 219 lakh tonnes capacity utilization at indian operations was 80 for the month, reflecting operational efficiency",2
"phonepe appoints exstandard chartered ceo zarin daruwala as an independent director ahead of ipo daruwala brings 30 years of banking experience phonepe, a key upi player with 475 market share, reported a pat of inr 197 cr in fy24, despite losses of inr 1,996 cr",1
"jsw steel and amns india urge proactive trade measures due to us steel tariff hike indias strong demand makes it vulnerable to trade diversion in fy25, indias steel imports rose 92 to 105 mt, while exports fell 27 to 63 mt tata steels capacity is now 261 mt postexpansion",0
"jsw steel is interested in sourcing coking coal from mongolia logistics pose challenges due to mongolia being landlocked, says arun maheshwari",0
"jsw steel highlights risks from elevated chinese exports ceo jayant acharya notes no current import surge but stresses vigilance fta countries like vietnam, japan, korea pose risks indias steel imports rose 92 to 105m tonnes, exports fell 27 to 63m tonnes govt introduced 12 safeguard duty on flat products to protect domestic industry",0
"jsw steel ltd informs nse and bse about supreme courts status quo order on bhushan power and steel ltds resolution plan review company filed a special leave petition challenging nclts orders, pending supreme courts disposal of review petitions",1
jsw steel ltd disclosed transcripts of q4 fy25 earnings call post board of directors meeting audio recordings of the earnings call are available on jsw steels website for stakeholders,1
supreme court issued judgement on bhushan power plan promoter filed for implementation nclt issued orders for clarification supreme court ordered status quo on nclt proceedings,2
"jsw steels evaluation upgrade highlights strong sales and ebit growth, solid capital structure, and favorable financial ratios in ferrous metals sector jsw steels metrics like ebit to interest ratio of 33 and debt to ebitda ratio of 34 indicate operational efficiency and competitive position among peers",2
"jsw steel gains relief from supreme court, boosting prospects amidst tariff issues with eu trump criticizes putin, impacting global markets and potentially affecting jsw steel indirectly",2
"jsw steel gains sc relief amid eu tariff breather, boosting market sentiment spicejet receives relief, while nifty trades above 25,000, indicating market stability",2
"jsw steel ltd published its financial results for the quarteryear ended march 31, 2025 the report was featured in financial express and navshakti on may 23, 2025 the standalone total income was rs 32,471 crores, with a net income of rs 1,237 crores earnings per share were rs 839",1
